"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,83,109,"2, 20",01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,83,87,"2, 20",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.14,4499,20,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.35,4499,20,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,48,81,"2, 20",01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,87,"2, 20",01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,75,100,"2, 20",01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,11027,20,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,11027,20,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,53,119,"2, 20",01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,97,134,"2, 20",01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,91,150,"2, 20",01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.07,7479,20,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,7479,20,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,81,94,"2, 20",01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,158,"2, 20",01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,63,150,"2, 20",01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,13623,20,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,13623,20,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,64,157,"2, 20",01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,180,"2, 20",01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,49,145,"2, 20",01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,6248,20,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6248,20,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,73,122,"2, 20",01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,67,159,"2, 20",01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,68,164,"2, 20",01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,1530,20,01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,1530,20,01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,81,100,"2, 20",01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,80,98,"2, 20",01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,89,114,"2, 20",01/01/2023,12/31/2023
36001F,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,7339,20,01/01/2023,12/31/2023
36001F,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.06,7339,20,01/01/2023,12/31/2023
36001F,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,83,86,"2, 20",01/01/2023,12/31/2023
36001F,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,72,98,"2, 20",01/01/2023,12/31/2023
36001F,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,92,213,"2, 20",01/01/2023,12/31/2023
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,5184,20,01/01/2023,12/31/2023
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.02,5184,20,01/01/2023,12/31/2023
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,62,117,"2, 20",01/01/2023,12/31/2023
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,61,122,"2, 20",01/01/2023,12/31/2023
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,92,150,"2, 20",01/01/2023,12/31/2023
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,4164,20,01/01/2023,12/31/2023
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4164,20,01/01/2023,12/31/2023
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,87,118,"2, 20",01/01/2023,12/31/2023
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,144,"2, 20",01/01/2023,12/31/2023
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,89,132,"2, 20",01/01/2023,12/31/2023
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,4042,20,01/01/2023,12/31/2023
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4042,20,01/01/2023,12/31/2023
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,76,127,"2, 20",01/01/2023,12/31/2023
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,92,242,"2, 20",01/01/2023,12/31/2023
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,95,200,"2, 20",01/01/2023,12/31/2023
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3058,20,01/01/2023,12/31/2023
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.36,3058,20,01/01/2023,12/31/2023
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,85,86,"2, 20",01/01/2023,12/31/2023
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,65,133,"2, 20",01/01/2023,12/31/2023
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,51,161,"2, 20",01/01/2023,12/31/2023
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,11844,20,01/01/2023,12/31/2023
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.01,11844,20,01/01/2023,12/31/2023
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,72,134,"2, 20",01/01/2023,12/31/2023
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,89,124,"2, 20",01/01/2023,12/31/2023
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,79,148,"2, 20",01/01/2023,12/31/2023
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.17,5964,20,01/01/2023,12/31/2023
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.5,5964,20,01/01/2023,12/31/2023
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,50,112,"2, 20",01/01/2023,12/31/2023
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,122,"2, 20",01/01/2023,12/31/2023
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,73,139,"2, 20",01/01/2023,12/31/2023
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.05,2929,20,01/01/2023,12/31/2023
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,4.19,2929,20,01/01/2023,12/31/2023
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,95,38,"2, 20",01/01/2023,12/31/2023
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,90,80,"2, 20",01/01/2023,12/31/2023
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,82,55,"2, 20",01/01/2023,12/31/2023
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,100,28,"2, 20",01/01/2023,12/31/2023
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,85,20,"2, 20",01/01/2023,12/31/2023
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,83,35,"2, 20",01/01/2023,12/31/2023
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.13,5896,20,01/01/2023,12/31/2023
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.02,5896,20,01/01/2023,12/31/2023
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,85,144,"2, 20",01/01/2023,12/31/2023
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,89,349,"2, 20",01/01/2023,12/31/2023
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,87,251,"2, 20",01/01/2023,12/31/2023
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2023,12/31/2023
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2023,12/31/2023
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,76,33,"2, 20",01/01/2023,12/31/2023
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,86,29,"2, 20",01/01/2023,12/31/2023
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,88,26,"2, 20",01/01/2023,12/31/2023
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.12,5114,20,01/01/2023,12/31/2023
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.09,5114,20,01/01/2023,12/31/2023
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,57,129,"2, 20",01/01/2023,12/31/2023
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,109,"2, 20",01/01/2023,12/31/2023
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,49,130,"2, 20",01/01/2023,12/31/2023
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.03,10623,20,01/01/2023,12/31/2023
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,10623,20,01/01/2023,12/31/2023
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,53,127,"2, 20",01/01/2023,12/31/2023
