"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.665,,10/01/2023,09/30/2024
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.699,,10/01/2023,09/30/2024
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.867,,10/01/2023,09/30/2024
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.779,,10/01/2023,09/30/2024
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.817,,10/01/2023,09/30/2024
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.099,,10/01/2023,09/30/2024
WA,HAI_3_SIR,SSI - Colon Surgery,0.950,,10/01/2023,09/30/2024
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.992,,10/01/2023,09/30/2024
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.833,,10/01/2023,09/30/2024
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.364,,10/01/2023,09/30/2024
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.450,,10/01/2023,09/30/2024
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.659,,10/01/2023,09/30/2024
WA,HAI_5_SIR,MRSA Bacteremia,0.547,,10/01/2023,09/30/2024
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.435,,10/01/2023,09/30/2024
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.508,,10/01/2023,09/30/2024
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.470,,10/01/2023,09/30/2024
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.495,,10/01/2023,09/30/2024
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.674,,10/01/2023,09/30/2024
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.579,,10/01/2023,09/30/2024
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.482,,10/01/2023,09/30/2024
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.646,,10/01/2023,09/30/2024
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.560,,10/01/2023,09/30/2024
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.890,,10/01/2023,09/30/2024
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.202,,10/01/2023,09/30/2024
WI,HAI_3_SIR,SSI - Colon Surgery,1.037,,10/01/2023,09/30/2024
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.077,,10/01/2023,09/30/2024
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.991,,10/01/2023,09/30/2024
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.482,,10/01/2023,09/30/2024
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.320,,10/01/2023,09/30/2024
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.538,,10/01/2023,09/30/2024
WI,HAI_5_SIR,MRSA Bacteremia,0.418,,10/01/2023,09/30/2024
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.529,,10/01/2023,09/30/2024
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.615,,10/01/2023,09/30/2024
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.571,,10/01/2023,09/30/2024
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.656,,10/01/2023,09/30/2024
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.933,,10/01/2023,09/30/2024
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.785,,10/01/2023,09/30/2024
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.442,,10/01/2023,09/30/2024
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.638,,10/01/2023,09/30/2024
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.533,,10/01/2023,09/30/2024
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.816,,10/01/2023,09/30/2024
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.328,,10/01/2023,09/30/2024
WV,HAI_3_SIR,SSI - Colon Surgery,1.048,,10/01/2023,09/30/2024
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.606,,10/01/2023,09/30/2024
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.682,,10/01/2023,09/30/2024
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.043,,10/01/2023,09/30/2024
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.618,,10/01/2023,09/30/2024
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.964,,10/01/2023,09/30/2024
WV,HAI_5_SIR,MRSA Bacteremia,0.777,,10/01/2023,09/30/2024
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.525,,10/01/2023,09/30/2024
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.646,,10/01/2023,09/30/2024
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.583,,10/01/2023,09/30/2024
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.221,,10/01/2023,09/30/2024
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.132,,10/01/2023,09/30/2024
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.544,,10/01/2023,09/30/2024
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.381,,10/01/2023,09/30/2024
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.143,,10/01/2023,09/30/2024
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.686,,10/01/2023,09/30/2024
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.323,,10/01/2023,09/30/2024
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.460,,10/01/2023,09/30/2024
WY,HAI_3_SIR,SSI - Colon Surgery,0.738,,10/01/2023,09/30/2024
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.157,,10/01/2023,09/30/2024
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.098,,10/01/2023,09/30/2024
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.938,,10/01/2023,09/30/2024
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.218,,10/01/2023,09/30/2024
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.657,,10/01/2023,09/30/2024
WY,HAI_5_SIR,MRSA Bacteremia,0.687,,10/01/2023,09/30/2024
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.296,,10/01/2023,09/30/2024
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.616,,10/01/2023,09/30/2024
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.434,,10/01/2023,09/30/2024
