"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
26C0001066,MIDWEST DIGESTIVE HEALTH CENTER LLC,3601 NORTHEAST RALPH POWELL RD,LEES SUMMIT,MO,64064,,(816) 251-1255,98,2,0,99,93,6,1,96,95,4,1,97,92,7,1,97,,1412,384,27,10/01/2023,09/30/2024
26C0001069,BRIARCLIFF AMBULATORY SURGERY CENTER LP DBA BRIARCLIFF SURGERY CENTER,4150 NORTH MULBERRY DR SUITE 100,KANSAS CITY,MO,64116,,(816) 214-4364,97,3,0,98,93,5,2,96,90,7,3,95,86,10,4,94,,1085,282,26,10/01/2023,09/30/2024
26C0001080,MID RIVERS SURGERY CENTER,5401 VETERANS MEMOIRAL PARKWAY,ST PETERS,MO,63376,,(636) 441-0906,,,,,,,,,,,,,,,,,4,,,,,
26C0001082,CHESTERFIELD SURGERY CENTER,17050 BAXTER RD SUITE 110,CHESTERFIELD,MO,63005,,(636) 537-0122,99,1,0,99,94,5,1,97,92,7,1,96,89,10,1,96,,762,242,32,10/01/2023,09/30/2024
26C0001087,ADVANCED AMBULATORY SURGICAL CARE LP,"10448 OLD OLIVE ST RD, SUITE 100",CREVE COEUR,MO,63141,,(314) 743-8091,96,3,1,98,91,8,1,95,87,11,2,94,84,15,1,94,,703,188,27,10/01/2023,09/30/2024
26C0001088,SURGERY CENTER OF COLUMBIA LP,305 NORTH KEENE ST SUITE 107,COLUMBIA,MO,65201,,(573) 256-6272,98,1,1,99,94,5,1,97,89,11,0,95,85,13,2,94,,517,178,34,10/01/2023,09/30/2024
26C0001097,RIVERSIDE AMBULATORY SURGERY CENTER,100 VILLAGE SQUARE,HAZELWOOD,MO,63042,,(314) 373-8931,97,3,0,99,95,4,1,97,89,9,2,95,87,11,2,95,,1495,355,24,10/01/2023,09/30/2024
26C0001109,WEBSTER AMBULATORY SURGERY CENTER LP DBA LANDMARK SURGERY CENTER,9701 LANDMARK PARKWAY DR SUITE 100,SAINT LOUIS,MO,63127,,(314) 729-0100,99,1,0,99,93,6,1,96,91,8,1,96,83,16,1,94,,784,210,27,10/01/2023,09/30/2024
26C0001112,FRONTENAC AMBULATORY SURGERY AND SPINE CARE CENTER LP,10435 CLAYTON ROAD SUITE 110,FRONTENAC,MO,63131,,(314) 995-3990,97,2,1,98,91,7,2,95,89,8,3,95,84,14,2,94,,1054,237,22,10/01/2023,09/30/2024
26C0001116,MASON RIDGE AMBULATORY SURGERY CENTER DBA GATEWAY ENDOSCOPY CENTER,12855 NORTH FORTY DR SUITE 150,SAINT LOUIS,MO,63141,,(314) 336-1130,99,1,0,99,94,5,1,96,94,6,0,97,94,6,0,98,,937,311,33,10/01/2023,09/30/2024
26C0001117,TWIN CITIES AMBULATORY SURGERY CENTER LP,1101 W. GANNON DR.,FESTUS,MO,63028,,(636) 931-5997,98,2,0,99,93,7,0,96,88,10,2,94,85,13,2,94,,607,202,33,10/01/2023,09/30/2024
26C0001138,OLD TESSON SURGERY CENTER,12639 OLD TESSON SUITE 130,ST. LOUIS,MO,63128,,(314) 748-4225,98,2,0,99,93,5,2,96,90,9,1,96,86,13,1,95,,666,291,44,10/01/2023,09/30/2024
26C0001148,EMERSON SURGERY CENTER LLC,"633 EMERSON RD, SUITE 140",ST LOUIS,MO,63141,,(314) 991-9922,98,2,0,99,95,4,1,97,96,4,0,97,92,8,0,97,,873,263,30,10/01/2023,09/30/2024
26C0001153,HEART CARE CENTER LLC,450 NORTH NEW BALLAS ROAD SUITE 206-S,SAINT LOUIS,MO,63141,,(314) 991-6969,,,,,,,,,,,,,,,,,4,,,,,
26C0001157,OLIVE AMBULATORY SURGERY CENTER DBA NORTH CAMPUS SURGERY CENTER,633 EMERSON RD SUITE 120,SAINT LOUIS,MO,63141,,(314) 991-2090,93,6,1,96,89,6,5,92,82,17,1,93,81,14,5,92,3,440,93,21,10/01/2023,09/30/2024
26C0001162,TOTAL JOINT CENTER OF THE NORTHLAND,200 NORTHEAST 54TH ST SUITE 200,KANSAS CITY,MO,64118,,(816) 499-8500,99,1,0,99,94,5,1,97,94,5,1,98,92,7,1,96,,429,208,49,10/01/2023,09/30/2024
26C0001175,WENTZVILLE SURGERY CENTER LLC,982 WENTZVILLE PARKWAY,WENTZVILLE,MO,63385,,(314) 560-5069,,,,,,,,,,,,,,,,,4,,,,,
27C0001013,BIG SKY SURGERY CENTER LLC,8233 FORT MISSOULA RD,MISSOULA,MT,59804,,(406) 542-6559,,,,,,,,,,,,,,,,,4,,,,,
27C0001017,SUMMIT SURGERY CENTER LLC,434 SOUTH CLARK ST.,BUTTE,MT,59701,,(406) 496-3550,,,,,,,,,,,,,,,,,4,,,,,
27C0001020,YELLOWSTONE SURGERY CENTER LLC,1144 N. 28TH ST.,BILLINGS,MT,59101,,(406) 237-5900,99,1,0,100,93,6,1,96,94,5,1,97,94,5,1,97,,832,252,30,10/01/2023,09/30/2024
27C0001022,KALISPELL REGIONAL MEDICAL CENTER INC,111 SUNNYVIEW LANE,KALISPELL,MT,59901,,(406) 257-6700,,,,,,,,,,,,,,,,,4,,,,,
27C0001026,KALISPELL REGIONAL MEDICAL CENTER INC DBA POLSON HEALTH OUTPATIENT CENTER,106 RIDGEWATER DR SUITE B,POLSON,MT,59860,,(406) 883-1911,,,,,,,,,,,,,,,,,4,,,,,
27C0001028,YELLOWSTONE SURGERY CENTER LLC DBA YELLOWSTONE SURGERY CENTER WEST,1739 SPRING CREEK DRIVE,BILLINGS,MT,59102,,(000) 000-0000,98,2,0,99,91,8,1,95,90,9,1,96,89,9,2,96,2,1016,425,42,10/01/2023,09/30/2024
27C0001029,WEST BOZEMAN SURGERY CENTER LLC DBA BOZEMAN OUTPATIENT SURGERY CENTER,875 SOUTH COTTONWOOD ROAD SUITE 100,BOZEMAN,MT,59718,,(000) 000-0000,98,2,0,99,92,7,1,96,88,10,2,95,84,14,2,94,,868,288,33,10/01/2023,09/30/2024
28C0001025,MIDWEST EYE SURGERY CENTER LLC,4353 DODGE ST.,OMAHA,NE,68131,,(402) 552-2883,,,,,,,,,,,,,,,,,4,,,,,
28C0001028,KEARNEY AMBULATORY SURGICAL CENTER LLC DBA HEARTLAND SURGERY CENTER,3515 30TH AVE,KEARNEY,NE,68845,,(308) 865-2670,,,,,,,,,,,,,,,,,4,,,,,
28C0001032,NORTH PLATTE SURGERY CENTER LLC,621 WEST FRANCIS ST,NORTH PLATTE,NE,69101,,(308) 534-5400,98,2,0,99,94,5,1,97,87,10,3,94,83,16,1,94,,1189,373,31,10/01/2023,09/30/2024
28C0001056,PACIFIC SURGERY CENTER,10707 PACIFIC ST SUITE 100,OMAHA,NE,68114,,(402) 932-6602,,,,,,,,,,,,,,,,,4,,,,,
29C0001005,SURGERY CENTER OF RENO,343 ELM ST SUITE 100,RENO,NV,89503,,(775) 336-6952,,,,,,,,,,,,,,,,,4,,,,,
29C0001036,PARKWAY SURGERY CENTER,100 NORTH GREEN VALLEY PARKWAY SUITE 125,HENDERSON,NV,89074,,(702) 616-4950,96,3,1,98,90,8,2,94,89,8,3,94,85,12,3,94,,1017,233,23,10/01/2023,09/30/2024
29C0001038,LAKE TAHOE SURGERY CENTER,212 ELKS POINT RD SUITE 201,ZEPHYR COVE,NV,89448,,(775) 588-9188,98,2,0,99,95,3,2,97,94,5,1,97,90,8,2,96,,530,178,34,10/01/2023,09/30/2024
29C0001066,EYE SURGERY CENTER OF NORTHERN NEVADA,5420 KIETZKE LANE SUITE 106,RENO,NV,89511,,(775) 851-2444,,,,,,,,,,,,,,,,,4,,,,,
29C0001067,RENO ORTHOPAEDIC SURGERY CENTER LLC,"350 WEST 6TH ST, 3RD FLOOR",RENO,NV,89503,,(775) 786-3040,,,,,,,,,,,,,,,,,4,,,,,
29C0001073,DURANGO OUTPATIENT SURGERY CENTER,8530 WEST SUNSET RD SUITE 100,LAS VEGAS,NV,89113,,(702) 789-5700,98,2,0,99,92,6,2,95,91,7,2,96,87,11,2,95,,722,122,17,10/01/2023,09/30/2024
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,96,3,1,98,89,9,2,94,88,9,3,95,85,13,2,94,,1292,294,23,10/01/2023,09/30/2024
29C0001138,ELKO COMMUNITY HEALTH CENTER LLC,2098 IDAHO STREET,ELKO,NV,89801,,(775) 389-5778,98,2,0,99,94,5,1,97,94,6,0,97,94,6,0,98,,825,205,25,10/01/2023,09/30/2024
30C0001014,DARTMOUTH-HITCHCOCK CLINIC,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8237,99,1,0,99,93,6,1,96,94,5,1,97,91,7,2,96,,2503,606,24,10/01/2023,09/30/2024
30C0001031,DARTMOUTH HITCHCOCK CLINIC,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 577-4180,99,1,0,100,96,3,1,98,95,3,2,97,92,6,2,96,,1644,418,25,10/01/2023,09/30/2024
30C0001042,NORTH ATLANTIC SURGICAL SUITES LLC,23 KEEYWAYDIN DRIVE,SALEM,NH,03079,,(603) 386-0272,99,1,0,99,94,5,1,96,92,8,0,97,91,8,1,97,,491,268,55,10/01/2023,09/30/2024
30C0001043,MINIMALLY INVASIVE SURGERY CENTER OF NEW ENGLAND,4 HAWTHORNE DRIVE,BEDFORD,NH,03079,,(000) 000-0000,97,3,0,98,90,8,2,94,88,9,3,94,87,11,2,94,,1035,270,26,10/01/2023,09/30/2024
30C0001044,ATLANTIC COAST SURGICAL SUITES LLC,325-2 LAFAYETTE RD,SEABROOK,NH,03874,,(603) 218-1793,98,2,0,99,94,5,1,97,90,8,2,96,88,10,2,95,,452,167,37,10/01/2023,09/30/2024
30C0001050,MASS GENERAL BRIGHAM AMSURG INC,30 TUSCAN BOULEVARD THIRD FLOOR,SALEM,NH,03079,,(857) 282-8001,,,,,,,,,,,,,,,,,4,,,,,
31C0001007,SUMMIT SURGICAL CENTER LLC,200 BOWMAN DR SUITE D160,VOORHEES,NJ,08043,,(856) 247-7810,,,,,,,,,,,,,,,,,4,,,,,
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,98,2,0,99,92,6,2,95,86,11,3,94,86,13,1,95,,986,207,21,10/01/2023,09/30/2024
31C0001052,HUNTERDON CENTER FOR SURGERY LLC,9100 WESTCOTT DR. STE. 201,FLEMINGTON,NJ,08822,,(908) 806-7017,,,,,,,,,,,,,,,,,4,,,,,
31C0001087,NJ VEIN & COSMETIC SURGERY CENTER,741 NORTHFIELD AVE SUITE 105,WEST ORANGE,NJ,07052,,(732) 383-4189,,,,,,,,,,,,,,,,,4,,,,,
31C0001088,ATLANTICARE SURGERY CENTER LLC,2500 ENGLISH CREEK AVE. STE. 702,EGG HARBOR TOWNSHIP,NJ,08234,,(609) 407-2553,,,,,,,,,,,,,,,,,4,,,,,
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,97,3,0,99,91,6,3,94,90,8,2,95,83,15,2,93,,996,308,31,10/01/2023,09/30/2024
31C0001103,ATLANTICARE SURGERY CENTER CAPE MAY,106 CT HOUSE SOUTH DENNIS RD BUILDING 100,CAPE MAY CT HOUSE,NJ,08210,,(609) 465-0300,,,,,,,,,,,,,,,,,4,,,,,
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,99,1,0,99,91,8,1,95,94,5,1,97,90,9,1,96,,1243,350,28,10/01/2023,09/30/2024
31C0001139,MERCER COUNTY SURGERY CENTER LLC,3120 PRINCETON PIKE,LAWRENCEVILLE,NJ,08648,,(609) 895-0290,,,,,,,,,,,,,,,,,4,,,,,
31C0001147,SAME DAY SURGERY CENTER,225 MAY ST UNIT C,EDISON,NJ,08837,,(732) 661-0570,98,2,0,99,91,7,2,95,91,8,1,95,83,15,2,94,,1146,265,23,10/01/2023,09/30/2024
31C0001150,DENVILLE SURGERY CENTER,3130 ROUTE 10 WEST SUITE 200,DENVILLE,NJ,07834,,(973) 328-3475,98,2,0,99,94,5,1,96,91,8,1,96,88,11,1,96,,936,272,29,10/01/2023,09/30/2024
31C0001152,ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,170 PROSPECT AVE  SUITE 10,HACKENSACK,NJ,07601,,(201) 498-0030,97,3,0,98,92,6,2,95,93,5,2,95,91,8,1,96,,857,211,25,10/01/2023,09/30/2024
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,95,3,2,97,96,4,0,98,94,5,1,97,,980,326,33,10/01/2023,09/30/2024
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,98,2,0,99,88,9,3,92,89,8,3,95,83,16,1,94,,1094,281,26,10/01/2023,09/30/2024
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,89,9,2,93,89,10,1,95,87,11,2,95,,1036,228,22,10/01/2023,09/30/2024
31C0001167,NORTH FULLERTON SURGERY CENTER LLC,37 NORTH FULLERTON AVE.,MONTCLAIR,NJ,07042,,(973) 233-0433,,,,,,,,,,,,,,,,,4,,,,,
31C0001176,MT LAUREL ENDOSCOPY CENTER LP,15000 MIDLANTIC DR SUITE 110,MOUNT LAUREL,NJ,08054,,(856) 996-4001,,,,,,,,,,,,,,,,,4,,,,,
31C0001191,SADDLE RIVER VALLEY SURGICAL CENTER,1 WEST RIDGEWOOD AVE. G-03,PARAMUS,NJ,07652,,(201) 447-2677,,,,,,,,,,,,,,,,,4,,,,,
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,99,1,0,99,94,5,1,97,93,6,1,96,91,9,0,97,,868,302,35,10/01/2023,09/30/2024
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,97,3,0,98,91,6,3,94,82,17,1,93,78,19,3,91,,1059,221,21,10/01/2023,09/30/2024
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,99,1,0,100,93,6,1,96,94,6,0,97,90,9,1,96,,772,238,31,10/01/2023,09/30/2024
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,98,2,0,99,90,7,3,94,92,7,1,95,90,9,1,96,,1420,316,22,10/01/2023,09/30/2024
31C0001216,AMBULATORY SURGICAL CENTER OF SOMERVILLE LLC DBA SOMERSET AMBULATORY SURGICAL CENTER,1 US HWY 206 NORTH,SOMERVILLE,NJ,08876,,(908) 393-8360,96,4,0,98,90,8,2,94,85,13,2,94,83,13,4,92,,908,248,27,10/01/2023,09/30/2024
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,98,2,0,99,96,3,1,97,92,7,1,96,88,9,3,95,,1294,226,17,10/01/2023,09/30/2024
31C0001223,ATLANTICARE SURGERY CENTER-OCEAN COUNTY,798 ROUTE 539 BUILDING A SUITE 1,LITTLE EGG HARBOR,NJ,08087,,(609) 296-1122,,,,,,,,,,,,,,,,,4,,,,,
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,99,1,0,99,92,6,2,95,91,8,1,96,88,10,2,95,,932,343,37,10/01/2023,09/30/2024
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,97,3,0,98,95,4,1,97,91,8,1,96,90,8,2,96,,865,243,28,10/01/2023,09/30/2024
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,97,3,0,98,92,7,1,96,89,10,1,95,88,11,1,96,,1267,370,29,10/01/2023,09/30/2024
31C0001305,VANGUARD ASC LLC DBA VANGUARD SURGICAL CENTER,113 ESSEX STREET,MAYWOOD,NJ,07607,,(201) 291-9100,99,1,0,99,95,4,1,97,96,2,2,97,92,6,2,96,,903,269,30,10/01/2023,09/30/2024
31C0001341,ATLANTICARE CENTER FOR ORTHOPEDIC SURGERY,2500 ENGLISH CREEK AVE SUITE 1201,EGG HARBOR TWP,NJ,08234,,(609) 383-6493,,,,,,,,,,,,,,,,,4,,,,,
31C0001347,SJV MANAGEMENT LLC DBA SOUTH JERSEY VASCULAR SURGERY CENTER,200 CENTURY PARKWAY SUITE E,MOUNT LAUREL,NJ,08054,,(856) 482-2800,,,,,,,,,,,,,,,,,4,,,,,
31C0001351,TEAMMD SURGERY CENTER LLC DBA TEAMMD SURGERY CENTER LLC,1167 MCBRIDE AVENUE SUITE 4,WOODLAND PARK,NJ,07424,,(973) 779-7361,,,,,,,,,,,,,,,,,4,,,,,
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96,3,1,98,91,7,2,95,89,10,1,95,85,13,2,94,,1553,436,28,10/01/2023,09/30/2024
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,95,4,1,97,86,12,2,92,85,13,2,94,73,25,2,90,,1061,228,21,10/01/2023,09/30/2024
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,97,3,0,99,94,5,1,96,92,7,1,96,90,9,1,96,,1367,353,26,10/01/2023,09/30/2024
33C0001004,EYE HEALTH ASSOCIATES INC,170 MAPLE RD.,WILLIAMSVILLE,NY,14221,,(716) 632-2020,,,,,,,,,,,,,,,,,4,,,,,
33C0001007,ENDO GROUP LLC DBA GARDEN CITY SURGICENTER,400 ENDO BLVD,GARDEN CITY,NY,11530,,(516) 832-8504,,,,,,,,,,,,,,,,,4,,,,,
33C0001012,MILLARD FILLMORE SURGERY CENTER LLC,215 KLEIN RD.,WILLIAMSVILLE,NY,14221,,(716) 568-6184,95,5,0,97,92,8,0,96,89,10,1,93,73,27,0,91,3,138,36,26,10/01/2023,09/30/2024
33C0001014,MELVILLE SC LLC,1895 WALT WHITMAN RD.,MELVILLE,NY,11747,,(631) 293-9700,,,,,,,,,,,,,,,,,4,,,,,
33C0001051,BUFFALO SURGERY CENTER LLC,3921 SHERIDAN DR,AMHERST,NY,14226,,(716) 250-6520,,,,,,,,,,,,,,,,,4,,,,,
33C0001067,LYNBROOK SC LLC DBA LYNBROOK SURGERY CENTER,444 MERRICK RD SUITE 400,LYNBROOK,NY,11563,,(516) 256-2102,,,,,,,,,,,,,,,,,4,,,,,
33C0001069,DIGESTIVE HEALTH CENTER OF HUNTINGTON,195 EAST MAIN ST,HUNTINGTON,NY,11743,,(631) 385-8677,,,,,,,,,,,,,,,,,4,,,,,
33C0001070,ENDOSCOPY CENTER OF LONG ISLAND LLC,711 STEWART AVE,GARDEN CITY,NY,11530,,(516) 227-3254,,,,,,,,,,,,,,,,,4,,,,,
33C0001073,BRIGHTON SURGERY CENTER LLC,"980 WESTFALL RD, SUITE 300",ROCHESTER,NY,14618,,(585) 295-8500,,,,,,,,,,,,,,,,,4,,,,,
33C0001078,KIPS BAY ENDOSCOPY CENTER LLC,535 2ND AVE,NEW YORK,NY,10016,,(212) 889-5477,,,,,,,,,,,,,,,,,4,,,,,
33C0001082,SARATOGA SCHENECTADY ENDOSCOPY CENTER LLC,1 WELLNESS DR,BURNT HILLS,NY,12027,,(518) 831-1550,,,,,,,,,,,,,,,,,4,,,,,
33C0001094,HUDSON VALLEY AMBULATORY SURGERY LLC,75 CRYSTAL RUN RD BUILDING B SUITE 225,MIDDLETOWN,NY,10941,,(845) 692-9900,,,,,,,,,,,,,,,,,4,,,,,
33C0001112,SOUTH SHORE SC LLC,"53 BRENTWOOD RD, SUITE F",BAY SHORE,NY,11706,,(631) 647-5550,,,,,,,,,,,,,,,,,4,,,,,
33C0001122,SURGICAL SPECIALTY CENTER OF WESTCHESTER,440 MAMARONECK AVE SUITE 410,HARRISON,NY,10528,,(914) 421-0115,,,,,,,,,,,,,,,,,4,,,,,
33C0001160,AMBULATORY SURGERY CENTER OF NIAGARA,6500 PORTER RD,NIAGARA FALLS,NY,14304,,(716) 285-2020,,,,,,,,,,,,,,,,,4,,,,,
33C0001164,SOUTHTOWNS SURGERY CENTER LLC,5959 BIG TREE ROAD STE 100,ORCHARD PARK,NY,14127,,(000) 000-0000,98,2,0,99,94,5,1,97,87,10,3,94,90,9,1,96,3,191,78,41,10/01/2023,09/30/2024
33C0001165,RICHMOND PAIN MANAGEMENT ASC,1360 HYLAN BLVD,STATEN ISLAND,NY,10305,,(718) 208-4418,,,,,,,,,,,,,,,,,4,,,,,
33C0001170,HSS ASC OF MANHATTAN DBA HOSPITAL FOR SPECIAL SURGERY,1233 2ND AVE,NEW YORK,NY,10065,,(212) 774-2917,,,,,,,,,,,,,,,,,4,,,,,
33C0001176,PORT JEFFERSON SURGERY CENTER,1500 ROUTE 1R BUILDING 4,PORT JEFFERSON STATIO,NY,11776,,(631) 828-3555,98,2,0,99,92,7,1,96,90,8,2,95,90,8,2,96,2,957,303,32,10/01/2023,09/30/2024
33C0001181,ENDO GROUP LLC DBA SYOSSET SURGICENETER,240 JERICHO TURNPIKE,SYOSSET,NY,11791,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
33C0001185,HOSPITAL FOR SPECIAL SURGERY WEST SIDE AMBULATORY SURGERY CENTER DBA HSS WEST SIDE ASC,610 WEST 58TH STREET,NEW YORK,NY,10019,,(646) 495-3300,,,,,,,,,,,,,,,,,4,,,,,
33C0001203,UWS ASC LLC DBA UPPER WEST SIDE ENDOSCOPY,230 WEST 74TH STREET,NEW YORK,NY,10023,,(203) 894-2162,,,,,,,,,,,,,,,,,4,,,,,
33C0001212,HARLEM ROAD AMBULATORY SURGERY CENTER LLC,3085 HARLEM ROAD SUITE 300,CHEEKTOWAGA,NY,14225,,(716) 748-3600,,,,,,,,,,,,,,,,,4,,,,,
33C0001215,SUNRISE SURGERY CENTER LLC DBA PUREVISION SURGERY CENTER,3349 SOUTHWESTERN BOULEVARD,ORCHARD PARK,NY,14127,,(716) 474-6100,,,,,,,,,,,,,,,,,4,,,,,
34C0001000,SURGICENTER OF EASTERN CAROLINA LLC DBA VIDANT SURGICENTER,102 BETHESDA DR,GREENVILLE,NC,27834,,(252) 847-2626,98,2,0,99,93,6,1,96,94,5,1,97,91,7,2,96,,1512,344,23,10/01/2023,09/30/2024
34C0001025,GRAYSTONE EYE SURGERY CENTER LLC,"2424 CENTURY PL, SE",HICKORY,NC,28602,,(828) 304-6602,,,,,,,,,,,,,,,,,4,,,,,
34C0001035,LEBAUER ENDOSCOPY CENTER,520 N. ELAM AVE 4TH FLOOR,GREENSBORO,NC,27403,,(336) 323-5259,99,1,0,99,95,4,1,97,96,3,1,97,92,7,1,97,,2590,691,27,10/01/2023,09/30/2024
34C0001112,NOVANT HEALTH SOUTHPARK SURGERY CENTER,6035 FAIRVIEW RD SUITE 3,CHARLOTTE,NC,28210,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001147,BOICE-WILLIS CLINIC,901 NORTH WINSTEAD AVE SUITE 310,ROCKY MOUNT,NC,27804,,(252) 937-0299,,,,,,,,,,,,,,,,,4,,,,,
34C0001154,NOVANT HEALTH BALLANTYNE OUTPATIENT SURGERY,200 HAWTHORNE LANE,CHARLOTTE,NC,28204,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001156,CAROLINAS ENDOSCOPY CENTER LLC,2210 HEMBY LANE,GREENVILLE,NC,27834,,(252) 551-3000,,,,,,,,,,,,,,,,,4,,,,,
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,10207 CERNY STREET SUITE 101,RALEIGH,NC,27617,,(919) 660-0620,98,2,0,99,92,6,2,95,94,5,1,97,91,8,1,97,,1570,260,17,10/01/2023,09/30/2024
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,95,4,1,97,90,8,2,94,82,14,4,93,85,13,2,94,,2324,229,10,10/01/2023,09/30/2024
34C0001168,NOVANT HEALTH HUNTERSVILLE OUTPATIENT SURGERY,10030 GILEAD RD,HUNTERSVILLE,NC,28078,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,99,1,0,99,92,7,1,95,92,7,1,96,87,12,1,95,,3180,726,23,10/01/2023,09/30/2024
34C0001180,NOVANT HEALTH MATTHEWS SURGERY CENTER,710 PARK CENTER DR SUITE 100,MATTHEWS,NC,28103,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001184,TRIANGLE ORTHOPAEDICS SURGERY CENTER,7921 ACC BLVD,RALEIGH,NC,27617,,(919) 596-8524,,,,,,,,,,,,,,,,,4,,,,,
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,99,1,0,99,94,5,1,97,96,4,0,98,95,5,0,98,,907,241,27,10/01/2023,09/30/2024
34C0001199,NOVANT HEALTH BRUNSWICK ENDOSCOPY CENTER,2085 FRONTIS PLAZA BLVD,WINSTON-SALEM,NC,27103,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001200,NOVANT HEALTH KERNERSVILLE OUTPATIENT SURGERY,1730 KERNERSVILLE MEDICAL PARKWAY,KERNERSVILLE,NC,27284,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
